id,timestamp,latency_ms
943,1743557572.3003244,1.415
944,1743557572.4047024,1.541
945,1743557572.5087347,1.525
946,1743557572.6094346,1.104
947,1743557572.713771,1.218
948,1743557572.815341,1.278
949,1743557572.9195838,1.535
950,1743557573.0249617,2.633
951,1743557573.1286561,1.569
952,1743557573.233191,1.795
953,1743557573.3375072,1.143
954,1743557573.443335,2.666
955,1743557573.5480783,2.322
956,1743557573.6496673,2.409
957,1743557573.7539704,2.061
958,1743557573.8579497,1.331
959,1743557573.962271,1.519
960,1743557574.0671928,1.834
961,1743557574.1714919,1.781
962,1743557574.2755632,1.393
963,1743557574.3766427,1.567
964,1743557574.4809954,1.681
965,1743557574.5853858,1.572
966,1743557574.688042,2.025
967,1743557574.7920427,1.436
968,1743557574.8976853,2.258
969,1743557575.0026608,2.719
970,1743557575.1063724,1.706
971,1743557575.2101486,1.335
972,1743557575.3147914,1.648
973,1743557575.41783,2.711
974,1743557575.5210838,1.379
975,1743557575.6254034,1.44
976,1743557575.7272584,1.366
977,1743557575.8324246,1.945
978,1743557575.9364295,1.335
979,1743557576.0406482,1.404
980,1743557576.1447642,1.211
981,1743557576.2488167,1.331
982,1743557576.3529837,1.398
983,1743557576.4572253,1.257
984,1743557576.5611682,1.211
985,1743557576.665694,1.381
986,1743557576.766899,1.299
987,1743557576.8722749,2.331
988,1743557576.9758198,1.25
989,1743557577.080987,2.018
990,1743557577.1855412,1.913
991,1743557577.2890835,1.365
992,1743557577.3949218,2.845
993,1743557577.498314,1.692
994,1743557577.6026297,1.768
995,1743557577.7072508,1.664
996,1743557577.8088822,2.134
997,1743557577.9136078,2.12
998,1743557578.0185726,2.367
999,1743557578.123082,2.329
