timestamp,cpu_percent
1743912949.8716495,0.0
1743912950.97353,0.0
1743912952.0756178,1.2
1743912953.177894,0.0
1743912954.281555,0.0
1743912955.383538,0.0
1743912956.4855573,0.0
1743912957.5877187,0.0
1743912958.68996,0.0
1743912959.805272,11.1
1743912960.9073958,0.6
1743912962.0099905,0.0
1743912963.1126575,0.0
1743912964.2149353,0.0
1743912965.3173058,0.0
1743912966.4195006,0.0
1743912967.523746,0.0
1743912968.6257687,0.0
1743912969.728117,11.3
1743912970.8299544,0.0
1743912971.931996,1.2
1743912973.034187,0.0
1743912974.136318,0.0
1743912975.2384982,0.0
1743912976.3403451,0.0
1743912977.4423654,0.0
1743912978.5441701,0.0
1743912979.646236,3.2
1743912980.7480867,0.0
1743912981.850086,0.0
1743912982.9524355,0.0
1743912984.0547135,0.0
1743912985.1568556,0.0
1743912986.2589684,0.0
1743912987.3607125,0.0
1743912988.4623697,0.0
1743912989.5760176,0.0
1743912990.678931,0.0
1743912991.7815535,1.2
1743912992.8839548,0.0
1743912993.9918258,0.0
1743912995.0943143,0.0
1743912996.1968634,0.0
1743912997.2990623,0.0
1743912998.4011984,0.0
1743912999.5035734,0.0
1743913000.6059532,0.0
1743913001.7083645,0.0
1743913002.8105378,0.0
1743913003.9125931,0.0
1743913005.015055,0.0
1743913006.1172154,0.0
1743913007.219249,0.6
1743913008.321734,13.5
1743913009.423982,0.0
1743913010.5260563,0.0
1743913011.6278534,0.0
1743913012.7300544,0.0
1743913013.8323314,0.6
1743913014.934714,0.0
1743913016.0367382,0.0
1743913017.1385136,0.0
